0.322177, 0.374422, 55
0.702404, 0.191565, 55
0.934603, 0.769161, 55
1.77052, 0.252517, 53
2.41778, 0.774966, 50
3.54104, 0.145125, 55
3.69197, 0.217687, 56
3.91546, 0.145125, 55
4.06639, 0.284444, 55
4.46694, 0.153832, 55
4.64689, 0.751746, 55
