7.476825396	205.859	0.464399092
7.987664399	205.859	0.278639455
8.312743764	205.859	0.139319727
8.498503401	195.367	0.092879818
8.637823129	173.673	0.092879818
8.777142857	154.388	0.092879818
8.916462585	173.673	0.092879818
9.055782312	195.367	0.928798185
10.031020408	195.367	0.650158730
10.727619047	173.673	0.371519274
11.145578231	154.388	0.000000000
11.192018140	146.519	0.092879818
11.331337868	130.25	0.092879818
11.470657596	130.25	0.232199546
11.795736961	122.005	0.278639455
12.120816326	130.25	0.092879818
12.260136054	146.519	0.092879818
12.585215419	154.388	0.092879818
12.724535147	173.673	0.092879818
12.863854875	195.367	0.092879818
13.003174603	205.859	0.139319727
13.235374149	195.367	0.092879818
13.374693877	173.673	0.092879818
13.514013605	195.367	0.325079365
13.885532879	205.859	0.092879818
14.024852607	195.367	0.092879818
14.164172335	173.673	0.464399092
14.675011337	154.388	0.000000000
14.767891156	173.673	0.278639455
15.139410430	195.367	0.417959183
15.650249433	205.859	2.693514739
18.436643990	205.859	0.557278911
19.086802721	195.367	0.417959183
19.551201814	173.673	0.000000000
19.597641723	154.388	0.092879818
19.736961451	173.673	0.092879818
19.876281179	195.367	0.603718820
20.572879818	195.367	0.325079365
20.990839002	195.367	0.510839002
21.548117913	195.367	0.510839002
22.105396825	173.673	0.000000000
22.151836734	154.388	0.092879818
22.337596371	146.519	0.139319727
22.569795918	130.25	0.185759637
22.848435374	146.519	1.253877551
24.195192743	205.859	0.000000000
24.288072562	195.367	0.278639455
24.613151927	173.673	0.278639455
24.984671201	154.388	0.510839002
25.588390022	146.519	1.671836734
27.353106575	130.25	0.000000000
27.445986394	122.005	0.185759637
27.724625850	130.25	0.417959183
28.235464852	130.25	0.000000000
28.235464852	122.005	0.000000000
28.235464852	130.25	0.000000000
28.235464852	205.859	0.000000000
31.068299319	205.859	0.371519274
31.486258503	205.859	0.789478458
32.368616780	205.859	0.464399092
32.925895691	195.367	0.510839002
33.483174603	173.673	0.000000000
33.576054421	154.388	0.185759637
33.808253968	173.673	0.092879818
33.994013605	195.367	1.114557823
35.201451247	195.367	0.417959183
35.712290249	173.673	0.185759637
35.944489795	154.388	0.000000000
35.990929705	146.519	0.046439909
36.083809523	130.25	0.092879818
36.223129251	130.25	0.092879818
36.362448979	122.005	0.092879818
36.501768707	130.25	0.139319727
36.687528344	146.519	0.092879818
36.826848072	154.388	0.092879818
36.966167800	173.673	0.232199546
37.244807256	195.367	0.046439909
37.337687074	205.859	0.092879818
37.477006802	195.367	0.139319727
